CustomerKey	MDAY_VISIT_L36M	FDAY_VISIT_L36M	BF_VISIT_L36M	VDAY_VISIT_L36M	BTS_VISIT_L36M	NY_VISIT_L36M
147498	1	0	1	0	1	1
834246	0	0	1	0	1	1
51600	2	1	1	0	1	2
2038262	0	0	0	0	0	1
2261107	0	0	0	0	1	0
2042175	0	0	0	0	0	1
644952	0	0	1	0	1	2
1414176	0	0	0	0	0	1
962166	2	0	0	0	0	1
991263	0	1	0	1	0	1
2291841	0	0	0	0	0	1
86788	0	0	0	0	1	0
294728	0	0	1	0	0	1
171694	0	0	1	0	0	0
1047699	0	1	0	0	1	0
454347	0	1	0	0	0	0
623704	0	0	0	1	0	0
2253258	0	0	0	0	1	0
1198410	0	0	0	0	0	1
407397	0	1	0	0	0	0
1180557	0	1	1	0	0	1
126250	0	1	1	0	1	2
500670	1	1	1	1	1	0
943975	0	0	0	0	0	1
95069	1	0	0	0	0	1
2046111	0	0	0	0	0	1
1067888	0	0	0	0	1	1
179520	1	1	0	0	0	3
1065011	0	0	0	0	1	0
1529384	0	0	0	0	2	0
182145	1	0	0	0	0	2
2140048	0	0	0	1	0	1
398452	0	2	1	1	1	2
2042716	0	0	0	0	0	1
814057	0	1	1	0	0	1
2076845	0	0	0	0	2	0
203393	1	1	0	0	0	1
108915	2	3	1	0	1	1
411333	0	0	0	0	0	1
2294695	0	0	0	0	0	1
2137194	1	0	0	0	0	0
27498	0	1	1	0	0	0
944831	0	0	0	0	0	1
2256653	0	0	0	0	1	0
1046640	1	0	0	0	0	0
377204	1	0	0	0	0	0
338080	3	1	1	0	1	1
88185	0	1	0	1	1	1
2018073	0	0	0	1	0	0
352561	1	1	0	0	1	0
927519	0	1	0	0	0	0
158272	2	2	0	0	0	1
116317	0	0	1	0	1	1
154359	0	1	0	1	0	3
2080758	0	0	1	0	0	0
5191	0	0	1	0	0	2
1063952	1	1	0	0	0	0
453288	0	0	0	0	1	0
355415	1	1	0	1	1	2
2097552	0	1	0	0	0	0
26439	1	0	1	0	0	2
2098093	0	0	0	1	0	0
2039321	0	0	0	0	0	1
2077363	1	0	0	0	2	1
44292	0	1	0	0	1	0
2020927	0	0	1	0	0	0
1005203	1	0	0	0	0	0
2295754	0	0	0	0	0	1
2021468	0	0	1	0	0	0
1487429	0	0	0	0	0	1
175607	0	0	0	0	2	1
137565	0	1	0	0	0	0
449893	0	0	0	1	0	0
2136135	0	1	1	0	0	1
637103	1	1	0	0	1	0
252232	0	0	1	0	0	0
1025392	1	0	0	0	0	0
966079	1	2	1	1	0	0
1061098	0	0	0	1	0	0
1269038	0	1	0	0	0	0
856035	0	0	0	0	1	0
6250	0	1	0	1	0	0
44833	1	0	0	0	0	1
2058992	2	0	2	1	1	1
2175777	0	1	0	0	0	0
1004144	2	0	1	0	0	1
909414	0	1	0	0	0	0
391144	0	0	0	0	1	0
66081	0	1	0	1	1	2
183542	1	0	0	0	0	0
641125	0	0	1	0	1	0
626220	1	2	0	0	0	0
2293238	0	0	0	0	0	1
902335	0	0	0	0	1	0
735855	0	2	0	1	1	0
1008057	0	0	0	0	1	0
720120	0	0	0	1	0	0
2302724	0	0	0	0	0	1
1021456	2	0	0	0	0	1
73907	0	0	0	0	1	0
616734	0	1	0	0	2	0
56595	1	1	0	0	0	0
790293	0	1	0	1	0	0
238810	0	0	0	0	0	2
1576852	0	1	0	0	0	0
894509	0	1	0	1	1	1
1058582	0	1	0	0	0	0
342196	1	0	0	0	0	0
436926	0	1	0	0	0	1
926122	1	1	0	0	0	0
77843	1	2	0	0	2	3
821027	0	0	1	0	0	1
933948	0	1	0	0	0	0
500756	0	0	0	1	0	0
2037744	2	1	0	0	0	3
1029305	0	0	0	1	0	0
1209316	0	0	0	0	1	0
51082	0	1	0	0	0	0
923583	1	2	0	0	0	0
257024	1	1	0	0	0	1
943434	0	0	0	1	0	1
631733	0	1	0	0	0	0
803715	0	0	0	0	0	1
1000208	0	0	1	0	0	0
915757	0	2	0	0	0	0
2092182	0	1	0	0	0	0
369693	1	1	0	0	2	0
2299581	0	0	0	0	0	1
2038371	0	0	0	0	0	1
217562	0	0	0	1	0	0
2084153	1	0	0	0	0	0
700329	1	0	1	3	2	2
154468	0	1	1	0	2	2
144103	1	0	0	0	1	2
162294	0	0	0	1	0	1
1348119	0	1	0	0	0	0
87329	2	2	0	0	1	2
46230	0	0	0	1	0	2
513551	1	1	0	0	0	0
80359	0	1	0	0	0	0
288385	1	1	0	0	1	0
1068947	0	1	1	0	1	2
2033808	0	0	0	0	0	1
150532	0	0	0	0	0	1
330254	0	0	0	1	0	0
1050553	0	0	0	0	1	0
919779	0	0	0	0	0	1
257745	0	0	1	1	1	0
912700	0	0	0	0	0	1
694936	0	0	0	0	0	1
2260228	0	0	0	0	1	0
757283	0	0	0	1	0	0
2123795	0	0	0	0	1	0
1163425	0	0	0	0	0	1
376866	0	1	0	0	0	0
503813	1	1	0	2	1	1
705842	0	0	1	0	1	2
978960	0	0	0	0	0	1
683621	1	0	0	0	1	0
133220	0	0	0	1	0	1
885650	0	0	0	0	0	1
1086259	1	0	0	0	0	0
2105401	0	0	1	0	0	0
253088	0	0	0	1	0	0
31411	1	1	1	0	1	1
235776	0	1	1	0	0	0
464603	0	0	0	1	0	0
723154	0	0	0	0	0	1
101607	0	0	0	0	1	0
336683	0	2	0	0	1	0
674229	1	1	0	0	0	1
701906	0	2	0	0	1	1
1333841	0	0	0	0	0	1
129284	0	1	0	1	1	1
648347	0	0	1	2	0	0
214528	0	0	0	0	0	1
2012560	0	1	1	0	0	1
2126108	0	0	0	0	1	0
985930	0	0	0	0	1	0
1071260	0	0	0	0	0	1
231840	0	0	0	0	0	1
24982	0	1	0	0	0	0
242746	1	2	2	2	2	3
684594	0	1	1	0	0	0
35347	1	1	0	0	0	2
2023466	0	0	0	1	0	0
278993	0	0	0	1	0	1
52659	0	0	0	1	0	0
83213	0	2	1	0	1	0
562476	0	1	0	0	0	0
2134678	0	0	0	0	0	1
129198	0	0	0	0	0	1
16953	1	1	0	1	1	0
2040778	0	0	0	0	0	1
376325	0	1	0	0	0	1
278020	1	0	1	0	0	3
824422	0	1	0	1	0	0
1196435	0	2	1	1	0	2
1049674	1	0	0	0	0	0
202766	0	0	0	0	1	0
382574	1	0	0	0	0	0
2251283	0	0	0	0	1	0
884771	0	1	0	0	0	0
2044173	0	0	0	0	0	1
979839	0	0	0	0	0	1
151073	1	0	0	0	0	0
2087210	1	0	0	0	0	0
748338	0	0	1	1	1	0
2207908	0	1	0	0	0	0
711212	0	0	1	0	0	0
2260769	0	0	0	0	1	0
973590	1	0	0	0	0	0
425611	1	0	0	1	0	0
98550	0	1	1	0	0	0
2095036	0	1	0	0	0	0
83645	3	1	0	1	0	0
599170	1	0	0	0	0	0
2147559	0	0	0	0	0	2
606996	1	1	0	0	0	0
141587	1	0	0	0	0	0
2028438	1	0	1	0	0	0
37863	1	3	3	0	1	2
1032362	2	2	0	1	0	2
187031	0	0	0	0	0	1
485960	1	0	1	0	2	1
480049	1	1	0	0	0	0
1028426	1	0	0	0	0	0
2065962	0	0	0	0	1	0
59111	1	0	0	0	1	2
2037830	0	0	0	1	0	1
181518	0	0	1	0	1	1
2214589	0	1	0	0	0	0
2291214	0	0	0	0	0	1
2299040	0	0	0	0	0	1
888707	1	0	0	0	0	0
2272531	0	0	0	0	0	1
76964	0	0	0	0	0	1
285242	0	0	0	1	1	0
397573	1	2	1	0	0	1
613339	0	0	1	3	0	0
744402	1	0	1	0	0	1
189344	0	1	1	0	0	0
2007190	0	0	0	0	1	0
1011114	1	1	0	0	0	3
2055935	0	1	0	0	2	1
727090	1	0	0	0	0	0
605513	0	0	1	0	0	0
1226880	0	1	0	0	1	1
162835	1	3	1	2	3	3
2186998	1	0	0	0	0	0
388087	1	0	1	0	1	1
2083274	1	0	0	0	0	0
915216	1	0	0	0	0	0
577922	0	0	0	1	0	1
1031821	0	1	0	0	1	2
37322	1	2	2	2	3	3
808146	1	0	0	0	0	1
2208787	0	1	0	0	0	1
817884	0	0	0	0	0	1
461858	0	1	2	0	0	2
564500	0	1	1	0	2	1
99091	0	1	0	1	0	1
150784	1	0	2	1	2	0
2296186	0	0	0	0	0	1
2147018	0	1	0	0	0	1
2260480	0	0	0	0	1	1
1397585	0	1	0	0	0	0
893968	0	3	0	0	0	1
443464	0	0	0	0	0	1
522545	0	0	0	0	0	1
324343	0	0	0	0	0	1
218212	0	0	0	0	1	0
235524	0	0	0	0	0	1
2086669	1	1	0	0	0	0
2111312	1	0	0	0	0	1
1056464	1	1	0	0	0	2
186490	0	1	1	0	0	0
129536	0	0	1	3	1	3
119798	1	0	1	0	1	0
2126311	0	0	0	1	1	2
827817	0	0	2	0	2	1
647468	0	0	0	0	0	3
421675	0	0	0	0	1	0
2125770	0	0	0	0	1	0
404363	0	1	0	0	0	0
2049145	2	0	0	0	0	0
16615	1	0	0	1	0	0
1071463	0	1	1	0	0	0
35009	0	0	0	2	1	0
241867	0	3	0	0	1	0
786898	0	0	0	1	0	0
994838	0	0	1	0	0	0
2031292	1	0	0	0	0	1
648009	0	0	0	1	1	1
571384	0	0	0	0	1	0
1053610	0	1	0	1	0	1
165783	0	3	0	0	1	1
1070922	1	1	0	1	2	0
120339	0	0	0	1	2	1
146848	0	0	0	0	0	1
327197	0	0	0	0	1	3
1053069	1	2	1	1	2	2
958591	0	1	0	0	0	1
570843	0	1	0	0	0	0
292839	0	0	1	0	1	1
451493	1	0	2	0	1	1
389976	0	0	0	0	1	1
952451	0	1	0	0	0	0
1180448	0	0	0	0	0	2
1163136	0	0	0	1	0	0
121687	1	0	0	0	0	1
903503	0	0	0	0	1	0
174548	0	0	0	0	1	0
890934	0	0	2	0	0	0
969763	0	0	0	1	0	0
2011212	0	0	0	0	0	1
2279501	0	0	1	0	0	0
715039	2	0	0	0	0	0
1286170	0	0	0	1	0	0
2015955	0	0	0	0	0	1
455406	0	0	0	1	0	0
622645	0	0	0	0	1	0
781299	0	1	0	1	1	0
178461	0	1	0	0	1	1
793868	0	1	0	0	0	0
961107	0	0	0	1	0	0
113031	1	0	1	0	1	1
513010	0	0	0	0	1	1
2002556	0	0	0	1	1	0
516923	1	2	0	0	0	1
965020	1	0	1	0	0	3
151591	0	0	0	0	1	1
30266	0	1	0	0	0	0
210074	1	2	1	1	2	3
191053	1	0	0	0	0	1
935116	1	0	0	0	0	0
2037203	0	0	0	0	0	1
2262996	0	0	0	0	0	1
434158	0	1	0	0	0	0
2196736	1	0	0	0	0	0
1197783	1	1	0	0	0	1
557192	0	1	0	0	0	0
916095	0	1	0	0	0	0
926460	1	0	0	0	0	0
973699	1	1	0	0	1	0
104352	0	1	0	0	0	0
1312161	0	0	0	0	0	1
538171	0	0	0	0	1	1
2045859	0	0	0	0	0	1
161956	1	1	0	0	0	0
2093977	0	1	0	0	0	0
95696	1	0	0	0	0	0
220957	1	0	0	0	1	0
14185	0	1	0	0	0	1
140708	0	0	0	0	0	1
913868	1	0	0	0	0	0
2203706	0	0	1	0	0	0
102666	0	2	1	0	0	1
258999	1	1	0	0	1	0
497902	0	0	0	0	0	1
922524	0	0	0	1	0	0
2250404	0	0	1	0	1	0
933430	0	0	0	0	0	1
41149	0	0	0	0	1	0
2150845	0	0	0	0	0	1
502645	0	0	0	1	0	0
927267	0	1	0	0	0	0
1296535	0	0	1	0	0	0
546850	0	0	0	1	0	0
111322	1	0	0	1	0	0
672543	0	0	1	0	0	0
2184144	1	0	0	0	0	0
70535	3	1	2	0	0	2
2005590	0	0	0	0	1	0
2208449	0	1	0	0	0	0
518632	0	0	0	0	0	1
74448	2	2	0	0	0	1
2212362	0	1	0	0	0	0
250343	2	0	0	0	2	1
880569	0	1	1	0	0	0
98753	1	1	0	1	1	1
950742	0	1	0	0	0	0
1069033	1	0	0	0	0	0
273818	0	0	0	0	0	1
109095	1	0	0	0	0	0
72762	2	2	1	0	1	3
81418	1	0	0	0	2	0
873599	1	1	1	1	0	1
242205	0	0	2	1	1	1
233549	0	0	0	1	1	0
2171552	0	0	0	1	0	0
714066	1	0	0	0	0	0
695045	1	0	1	1	2	0
1117245	0	0	0	0	1	0
478363	1	0	0	0	1	0
2172093	0	0	0	1	0	0
128657	0	0	0	0	0	1
1345460	2	0	0	0	0	0
693791	0	0	0	1	0	1
1288397	1	0	0	0	0	2
2003363	0	0	0	0	1	0
912182	0	0	0	0	1	1
656462	0	0	1	0	0	0
814598	1	0	1	0	0	1
361758	0	1	0	0	0	0
40608	3	3	3	2	3	3
861548	0	1	0	0	0	0
546309	0	0	0	0	1	0
1046099	0	1	0	0	2	0
818511	0	0	0	0	1	0
2254858	0	0	0	0	1	0
199191	0	1	0	1	0	0
606658	1	2	0	2	0	0
211760	0	2	0	0	0	0
2092291	1	1	1	0	1	0
1266608	0	1	0	0	0	0
664600	0	0	1	0	0	0
2166377	0	0	0	1	0	0
1156973	0	0	0	0	0	1
149905	0	0	0	0	0	1
102125	1	1	0	0	0	2
994406	0	1	0	0	0	1
1054755	0	0	1	0	0	0
2250945	0	0	0	0	1	0
476136	0	0	0	0	1	1
268196	0	0	1	0	0	0
809855	0	0	0	0	1	1
136506	0	0	0	0	1	0
84813	0	0	0	0	0	2
58484	0	0	1	0	1	1
387749	0	2	1	0	1	1
2168180	0	0	0	1	1	1
106061	1	2	0	2	1	0
1349373	0	0	0	1	0	0
952969	0	0	1	0	1	0
2028006	0	0	2	0	0	0
19360	0	0	0	1	0	0
831103	0	0	0	0	0	1
520318	0	1	2	0	1	1
558901	0	0	0	1	0	0
2120400	0	0	0	0	1	0
2291552	0	0	0	0	0	1
443355	1	1	2	3	2	1
162497	0	0	1	0	0	0
764505	1	0	0	0	0	0
973158	1	0	0	0	0	0
379093	1	0	0	0	0	0
1067347	1	0	0	0	0	0
567557	0	0	1	1	0	1
643352	0	0	1	1	1	1
350961	0	2	1	1	1	1
568098	0	0	0	1	0	0
123914	1	2	1	0	0	1
49287	0	2	1	0	0	0
181856	1	3	2	1	1	3
333649	0	0	1	2	0	0
132570	0	1	0	0	0	0
220439	0	1	0	0	0	0
171153	0	2	2	0	2	1
2297354	0	0	0	0	0	1
2020409	0	1	1	2	1	1
179002	0	0	1	2	0	3
1036902	0	0	0	0	0	1
169264	0	0	0	1	0	2
550763	1	0	1	0	0	0
794409	0	0	1	0	0	0
412910	1	0	0	0	0	0
37236	1	2	1	0	0	1
592718	0	0	1	0	0	0
1460356	0	0	0	0	0	1
823795	0	0	0	0	1	0
2058451	0	0	0	1	0	0
174007	0	0	0	1	0	1
631842	1	0	0	0	0	0
974217	0	1	2	0	1	1
165351	0	0	1	0	0	0
836364	0	1	1	1	1	1
857094	0	1	0	0	0	0
450952	1	0	1	0	1	2
135965	0	0	0	1	0	0
2010671	2	1	0	0	0	1
2302097	0	0	0	0	0	1
2049795	0	0	0	1	1	0
2095239	0	0	1	0	0	0
2091750	0	1	0	0	0	0
183745	0	1	0	0	1	1
2029065	0	0	0	0	1	3
144621	1	1	0	0	1	1
572011	2	1	1	0	1	3
1033507	0	0	1	0	0	0
815657	0	0	0	0	0	1
2296295	0	0	0	0	0	1
2069248	0	0	1	0	0	0
554158	1	0	0	0	1	0
384801	0	1	1	0	0	0
563355	0	0	0	0	1	0
562814	0	1	0	0	0	0
2050313	0	0	1	1	2	0
429704	0	0	1	0	1	0
844502	0	1	0	0	0	0
2041116	0	0	0	1	0	0
977071	0	0	0	0	1	0
195796	0	1	1	0	0	0
2070502	0	0	0	0	0	1
845043	1	0	0	1	0	1
222305	1	0	0	0	1	1
148016	1	0	0	0	0	0
1439108	0	0	0	0	2	1
1015654	0	0	0	1	0	0
610594	0	0	0	0	0	1
827190	0	0	0	0	0	1
2041657	0	0	0	0	0	3
392203	0	1	1	2	1	1
1023056	0	0	0	0	2	2
139360	0	0	0	0	2	0
2287639	0	0	0	0	0	1
157754	2	0	1	2	2	1
393457	0	1	0	0	0	2
807001	0	0	0	1	0	0
580667	0	1	0	0	0	0
627906	0	0	0	1	0	0
346218	0	0	0	1	0	0
175066	1	2	1	0	2	3
951283	0	1	0	0	0	0
2056656	0	0	1	1	0	0
959939	0	0	0	1	0	0
329627	0	0	0	0	1	0
777724	1	0	0	1	0	0
61338	1	1	1	1	1	2
1001808	0	0	0	1	1	0
2124422	0	0	0	0	1	0
847897	0	1	0	0	0	0
904671	1	0	0	0	0	0
993152	0	0	0	0	1	0
2297981	0	0	0	0	0	1
2014787	0	0	0	0	0	1
1228228	0	1	0	0	0	0
2274420	0	0	1	0	0	0
69994	0	0	1	0	0	0
1139747	1	0	0	0	0	0
856553	0	0	0	0	0	1
739768	0	0	1	0	0	0
2006131	0	0	0	0	1	0
1124842	0	0	0	0	1	0
164724	0	1	0	0	0	0
17133	0	0	1	0	0	0
898422	2	0	1	0	1	0
2133078	0	1	0	0	0	0
300327	1	0	1	0	0	1
182036	1	0	0	1	1	1
188285	0	1	0	1	0	0
1281089	1	0	0	0	0	1
2289325	0	0	0	0	0	1
934575	1	1	0	1	0	2
106147	1	1	0	0	1	2
2253172	0	0	0	0	1	1
2215216	0	1	0	0	0	0
727176	0	1	0	0	2	1
321575	1	0	0	0	0	0
971904	0	1	2	0	0	0
304263	0	1	0	0	0	0
2134	1	1	3	1	2	1
1048326	0	0	0	0	1	0
661746	1	0	0	0	0	0
2139421	1	0	0	0	0	1
312919	1	1	1	0	2	1
2149786	0	0	0	0	0	1
885830	0	1	0	0	0	0
96864	1	0	1	1	0	0
642725	0	0	0	0	1	0
981187	0	1	0	0	1	0
38381	0	0	1	2	0	1
2111830	0	0	1	0	0	0
21069	0	0	0	0	1	0
2094518	0	1	0	0	0	0
925919	1	1	0	0	0	0
2036035	0	0	0	0	0	2
152132	1	0	0	1	2	2
443982	1	0	0	0	0	0
754767	0	0	0	0	1	0
48746	0	1	0	0	1	2
2027379	0	0	1	0	0	0
103834	0	0	1	0	0	2
950656	0	1	0	0	0	0
725490	0	0	1	0	0	1
545682	1	0	0	0	0	0
663973	2	2	3	2	2	2
1167338	0	1	0	0	0	0
697272	0	0	1	0	0	0
75616	0	1	0	0	0	0
890393	0	0	1	0	1	0
1177076	0	0	1	0	0	0
42317	0	0	1	0	0	0
2005504	0	0	0	0	1	0
899049	0	0	1	1	0	0
923692	1	0	0	0	0	0
2169325	0	0	0	1	0	0
949574	1	0	0	0	0	2
42403	0	1	0	0	0	1
2004422	0	0	0	0	1	0
130884	1	0	0	0	1	0
2185312	0	1	0	0	0	0
499070	1	0	0	0	0	0
65878	0	0	0	1	2	1
703615	2	1	0	1	0	0
1109216	0	0	0	0	0	1
63024	0	1	1	0	0	3
2200938	1	0	0	0	0	0
91242	0	0	0	0	1	0
44630	1	0	0	0	0	0
2164691	0	0	0	1	0	0
712271	0	0	0	0	1	0
2145670	0	0	0	0	0	1
54368	1	3	0	1	0	1
2210676	0	1	0	0	0	0
72221	1	2	0	1	0	0
35974	1	0	0	0	0	0
109636	1	0	0	0	2	0
713980	0	0	0	0	0	1
911014	0	0	0	1	0	0
504872	1	2	1	0	1	2
2164064	0	0	0	1	0	0
1036275	0	2	2	1	2	3
551390	1	0	0	0	0	0
588178	1	0	0	0	0	0
2030774	0	0	0	0	0	1
2212989	0	1	0	0	0	0
85981	1	0	0	1	1	0
249716	0	2	0	0	0	0
2048086	0	1	0	0	0	1
880028	1	0	0	0	0	0
819679	0	1	0	0	0	0
380238	1	1	0	0	0	0
103293	0	1	1	0	2	0
767986	1	1	1	1	1	0
1209834	0	0	0	0	1	0
527829	0	1	0	0	0	0
2142816	0	0	0	0	1	1
871372	1	1	0	0	0	1
663432	0	0	0	0	0	1
1021370	0	1	0	0	1	0
2091123	0	1	0	0	0	0
371582	0	0	1	0	1	0
804774	1	0	0	0	0	0
596834	0	1	0	1	2	0
716293	1	0	0	0	0	1
2024525	0	0	1	0	0	0
1044931	0	0	0	0	0	1
474968	0	1	0	0	0	1
975926	0	0	2	0	0	1
753081	0	0	0	0	1	1
776642	1	2	0	0	1	2
2039430	2	1	1	0	1	3
423275	0	1	0	0	0	2
858780	1	0	0	0	0	0
1490715	0	1	0	0	0	0
2675	0	1	1	0	0	0
349793	2	2	1	1	2	1
237124	1	0	0	0	1	1
738082	1	3	1	1	1	2
557733	1	0	1	0	0	0
945481	0	0	0	1	0	0
2225581	0	0	0	0	1	0
227927	3	2	1	1	2	1
840927	0	0	0	0	0	1
350334	0	0	1	1	0	0
416932	0	0	1	0	0	0
11331	0	0	0	0	1	0
2018182	0	0	1	0	0	0
841468	1	0	0	0	0	0
2045773	0	0	0	0	0	1
200336	0	0	0	1	0	0
2009526	0	0	0	0	1	0
462376	0	0	0	0	1	0
2130224	0	0	1	0	0	0
1413838	0	0	0	0	1	0
11872	1	1	0	0	0	0
661119	3	2	3	1	1	1
444523	0	0	0	0	1	0
2081926	0	0	0	0	1	0
984041	0	1	1	0	0	0
127395	0	0	0	0	0	2
603624	1	0	0	0	0	1
1020829	0	0	0	1	0	2
1045472	0	0	0	0	0	1
2265223	0	0	0	0	0	1
405422	0	0	0	1	0	0
975385	1	0	0	0	1	0
813971	0	0	0	0	1	0
172839	0	0	0	0	0	1
2255485	0	0	0	0	1	0
1002435	0	2	2	0	0	0
993779	0	0	0	0	1	0
1233936	1	0	0	0	0	0
1018422	0	1	0	0	0	0
639330	0	0	0	1	0	0
768527	0	1	0	0	1	0
1027078	0	0	0	0	1	0
620936	0	0	0	0	0	1
2298522	0	0	0	0	0	1
362385	0	1	0	0	0	0
145789	1	1	0	1	0	0
182577	0	0	0	1	0	0
179088	1	1	1	2	1	1
17674	0	0	0	0	0	1
600229	0	1	0	0	0	1
157840	0	2	0	1	3	3
2051481	0	0	0	0	0	1
2295127	0	0	0	0	0	1
365780	0	1	0	0	0	0
176775	0	1	1	0	2	1
1258132	0	0	0	0	0	1
158381	1	0	0	0	1	0
2267536	0	0	0	0	0	1
1023683	0	1	0	0	0	0
167578	0	1	0	0	1	0
1024224	0	1	0	0	0	0
997174	0	1	1	0	0	0
374977	0	1	0	0	0	0
1005830	0	0	0	1	0	1
402027	0	0	0	0	2	1
185972	1	0	0	0	1	1
167037	0	0	0	0	1	0
789234	0	0	0	1	0	0
393371	0	0	0	1	0	0
2087728	1	1	0	0	0	0
2060137	0	0	0	1	0	1
194087	0	1	0	0	0	1
572638	1	0	0	0	0	0
2259421	0	0	0	0	1	0
1042077	0	1	0	0	1	0
2096925	0	1	0	0	0	0
826022	0	1	0	0	0	0
374436	0	0	0	0	1	0
2097466	0	1	0	0	0	0
2295668	0	0	0	0	0	1
1212688	1	1	0	0	0	0
2012789	0	0	1	0	0	0
2126337	0	0	0	0	1	0
2116258	1	0	0	1	1	0
56174	2	1	0	0	1	0
2025524	0	0	1	0	0	0
78988	2	3	3	2	3	3
545393	1	0	0	0	0	0
2076725	0	1	0	0	0	0
475884	0	0	0	0	1	0
760821	0	0	0	0	0	1
29376	0	1	0	0	0	0
980755	0	0	1	0	0	0
1027450	0	1	0	0	0	0
902756	2	0	0	0	0	0
107375	1	0	2	1	0	0
2139072	0	0	1	0	0	0
1180531	0	1	0	0	1	0
447497	2	0	0	1	2	0
721288	0	0	0	0	1	0
169722	1	2	2	2	2	1
1055837	0	2	0	0	0	2
260456	0	0	0	0	1	0
154070	0	2	1	0	0	2
2041176	0	1	1	0	0	1
783612	0	0	0	0	1	2
2019928	0	0	1	0	0	0
782069	1	0	0	0	0	0
1035963	1	1	0	1	0	1
1006202	0	1	0	0	0	0
468745	1	1	2	0	2	2
2208558	0	1	0	0	0	0
148474	1	1	0	0	0	0
314290	1	0	1	0	1	0
2147585	0	0	0	0	0	1
767960	1	0	0	1	1	0
1021854	1	1	2	1	0	0
112971	0	0	0	0	0	1
223556	0	0	0	0	1	0
344051	0	0	1	0	0	0
2034037	0	0	0	0	0	1
881508	0	0	0	0	1	0
532681	0	0	0	0	0	1
125660	1	0	1	0	0	0
700040	0	1	0	1	0	0
363902	0	0	0	0	0	1
1550606	0	1	1	1	0	1
105809	0	2	1	0	0	1
427815	1	0	0	0	0	1
64879	0	1	0	0	0	0
1034397	0	0	0	0	1	0
98670	2	0	2	0	0	2
1223196	1	0	2	0	0	1
274565	0	0	0	0	0	1
756791	0	1	0	0	0	0
818969	0	1	0	0	0	0
427646	0	0	0	0	0	1
938259	0	0	0	0	0	1
2055285	0	1	0	0	0	1
1070115	1	1	0	0	0	0
111405	1	1	2	1	0	2
49227	0	2	0	3	1	2
440381	0	1	0	0	1	0
2158923	0	0	0	0	1	0
922607	0	0	0	1	0	0
2208366	0	1	0	0	0	0
909872	0	0	0	0	1	0
49058	0	0	0	0	1	0
916865	0	1	0	0	0	0
202308	0	0	0	0	0	1
593631	1	1	0	0	0	0
15244	0	0	0	0	1	1
2137506	0	0	1	0	0	0
2258001	0	0	0	0	1	0
285903	0	1	0	0	0	2
356786	0	1	0	0	0	1
132653	1	1	1	1	0	2
344220	0	0	0	0	1	0
950802	0	1	0	0	0	0
2076533	0	0	0	0	0	1
2032663	0	0	0	0	0	1
27810	2	1	0	0	1	0
1377674	0	0	1	1	0	1
295813	0	0	0	0	1	0
181060	1	0	0	0	1	0
833270	0	0	0	0	0	2
2090980	0	1	0	0	1	2
1498169	1	0	0	0	0	0
2069586	0	0	0	0	0	1
516983	0	0	1	0	0	0
735374	0	0	0	0	1	1
1055645	0	1	1	1	0	0
2251054	0	0	0	0	1	0
196712	1	0	1	0	0	1
1272831	0	0	1	0	0	1
2042573	1	0	0	0	0	1
22383	0	2	0	0	0	1
244973	0	1	0	0	0	0
176715	0	0	0	1	0	2
454490	0	0	0	0	1	0
2144814	0	0	0	0	0	1
2256773	0	0	0	0	1	0
35118	1	0	2	0	0	0
163980	1	1	1	0	0	1
1021708	0	0	0	0	1	0
244635	1	0	0	0	0	0
2110516	1	0	0	0	0	0
2048169	0	0	1	0	0	0
329796	1	0	0	0	0	1
867376	0	0	0	1	0	0
970845	0	0	1	0	0	1
820	0	0	1	0	0	0
420530	1	1	0	0	1	0
658772	0	0	0	0	1	0
2273676	0	0	1	0	0	0
959361	0	0	0	0	1	1
254714	0	0	0	1	0	0
429043	0	0	1	0	0	0
100067	1	0	0	0	1	1
957795	1	0	1	0	0	0
224761	0	1	1	0	0	1
2209763	0	1	0	0	0	0
134365	2	0	1	0	2	0
1026053	0	0	1	0	0	0
607886	0	0	0	0	0	1
168325	0	2	0	0	2	1
1286771	0	0	0	0	0	1
2123566	0	0	0	0	1	0
47830	1	0	0	0	0	0
758019	0	1	0	0	0	0
2297872	0	0	0	0	0	1
406567	0	0	0	1	0	0
637524	0	0	0	0	1	1
188176	1	1	0	0	0	3
2032832	0	0	0	0	0	1
762218	0	0	0	0	2	0
154216	0	0	0	1	0	1
882713	0	0	0	2	0	1
189573	1	0	0	0	1	1
1153856	0	1	0	0	1	1
769526	0	0	0	0	0	1
342654	1	0	0	0	0	0
593800	1	1	0	0	0	1
202139	0	1	1	0	0	0
230864	0	0	0	0	2	0
684365	1	0	1	1	1	0
2187310	0	1	0	0	0	0
189404	0	1	0	0	0	0
1034566	0	1	0	0	0	0
155613	0	1	0	0	0	0
365299	0	1	0	0	0	0
495904	1	0	1	0	1	0
406590	1	0	0	0	0	0
132968	0	1	0	0	0	0
945252	0	0	0	1	0	1
825962	0	0	0	1	1	0
1057042	0	2	1	1	0	1
287469	1	1	0	0	0	0
342823	0	1	1	0	0	0
1013341	0	1	0	0	0	0
77614	0	0	0	0	2	0
922776	0	0	0	0	0	1
616276	0	0	0	0	1	0
168010	0	0	0	0	1	0
2034229	0	0	0	0	0	2
496986	1	0	1	0	0	0
2187479	0	1	0	0	0	0
36323	0	1	1	0	0	0
166928	1	1	0	0	0	0
847525	0	0	1	0	0	0
212049	0	0	0	0	1	0
